日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(水),168,88113,524,881230,149870,731260,100
2日(木),0,0,0,0,0,0,0
3日(金),203,116726,575,1167360,185130,977310,4920
4日(土),174,92861,534,936610,125810,802800,8000
5日(日),0,0,0,0,0,0,0
6日(月),243,109903,452,1221730,191750,907280,122700
7日(火),168,86709,516,867090,126440,730940,9710
8日(水),168,87103,518,908330,144070,736070,28190
9日(木),0,0,0,0,0,0,0
10日(金),224,104868,468,1135780,169760,876400,89620
11日(土),182,76442,420,866720,116660,647760,102300
12日(日),0,0,0,0,0,0,0
13日(月),0,0,0,0,0,0,0
14日(火),231,112259,486,1125690,149210,971080,5400
15日(水),179,88574,495,902840,141160,744580,17100
16日(木),0,0,0,0,0,0,0
17日(金),237,94642,399,1073720,138320,807420,127980
18日(土),179,71277,398,791370,99080,613690,78600
19日(日),0,0,0,0,0,0,0
20日(月),232,104233,449,1174530,158640,883690,132200
21日(火),147,76267,519,762870,136460,621350,5060
22日(水),194,85851,443,901510,147560,710950,43000
23日(木),0,0,0,0,0,0,0
24日(金),263,118454,450,1266540,178070,997190,91280
25日(土),184,93494,508,1021640,158620,775610,87410
26日(日),0,0,0,0,0,0,0
27日(月),290,137520,474,1507400,199260,1175940,132200
28日(火),152,81517,536,831870,97640,722860,11370
29日(水),202,107291,531,1114010,173600,899310,41100
30日(木),0,0,0,0,0,0,0
31日(金),278,123375,444,1346550,160300,1073450,112800
総数,4298,2057479,479,21805390,3147410,17406940,1251040
平均,204.7,97975.2,22.8,1038351.9,149876.7,828901.9,59573.3
前月,3591,1928844,537,19333390,3091610,16201540,40240
前月比,119.7,106.7,89.1,112.8,101.8,107.4,3108.9
前年同月,4300,2034821,473,21357730,3153020,17185160,1019550
前年同月比,100.0,101.1,101.2,102.1,99.8,101.3,122.7
