日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(水),95,39,16,40,0,0,41.1,57.9
2日(木),0,0,0,0,0,0,0,0
3日(金),105,44,13,48,0,0,41.9,54.3
4日(土),112,32,18,62,0,0,28.6,44.6
5日(日),0,0,0,0,0,0,0,0
6日(月),115,53,11,51,0,0,46.1,55.7
7日(火),88,33,16,39,0,0,37.5,55.7
8日(水),88,33,12,43,0,0,37.5,51.1
9日(木),0,0,0,0,0,0,0,0
10日(金),130,52,16,62,0,0,40.0,52.3
11日(土),100,36,29,35,0,0,36.0,65.0
12日(日),0,0,0,0,0,0,0,0
13日(月),120,52,13,55,0,0,43.3,54.2
14日(火),89,34,14,41,0,0,38.2,53.9
15日(水),95,47,5,43,0,0,49.5,54.7
16日(木),0,0,0,0,0,0,0,0
17日(金),117,43,14,60,0,0,36.8,48.7
18日(土),63,22,12,29,0,0,34.9,54.0
19日(日),0,0,0,0,0,0,0,0
20日(月),97,40,13,44,0,0,41.2,54.6
21日(火),76,19,7,50,0,0,25.0,34.2
22日(水),94,34,5,55,0,0,36.2,41.5
23日(木),0,0,0,0,0,0,0,0
24日(金),139,42,16,81,0,0,30.2,41.7
25日(土),81,22,11,48,0,0,27.2,40.7
26日(日),0,0,0,0,0,0,0,0
27日(月),107,27,18,62,0,0,25.2,42.1
28日(火),47,12,5,30,0,0,25.5,36.2
29日(水),0,0,0,0,0,0,0,0
30日(木),0,0,0,0,0,0,0,0
31日(金),0,0,0,0,0,0,0,0
総数,1958,716,264,978,0,0,36.6,50.1
平均,97.9,35.8,13.2,48.9,0.0,0.0,36.6,50.1
前月,2324,1046,328,950,0,0,45.0,59.1
前月比,84.3,68.5,80.5,102.9,0.0,0.0,81.2,84.7
前年同月,0,0,0,0,0,0,0.0,0.0
前年同月比,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
