日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(月),253,154377,610,1542770,174560,1369210,-1000
2日(火),219,108168,494,1081680,116700,959680,5300
3日(水),0,0,0,0,0,0,0
4日(木),0,0,0,0,0,0,0
5日(金),0,0,0,0,0,0,0
6日(土),178,104821,589,1048210,137080,911130,0
7日(日),0,0,0,0,0,0,0
8日(月),223,133504,599,1335040,170390,1164650,0
9日(火),179,80282,449,802820,99410,703410,0
10日(水),200,109323,547,1093230,150770,942460,0
11日(木),0,0,0,0,0,0,0
12日(金),193,127466,660,1278760,173670,1090870,14220
13日(土),184,97865,532,978650,118600,860050,0
14日(日),0,0,0,0,0,0,0
15日(月),203,122440,603,1224410,152020,1072390,0
16日(火),154,83048,539,831480,101320,729160,1000
17日(水),159,84860,534,848700,108150,740450,100
18日(木),0,0,0,0,0,0,0
19日(金),163,89128,547,891280,109200,782080,0
20日(土),156,90677,581,906870,117410,789360,100
21日(日),0,0,0,0,0,0,0
22日(月),208,105557,507,1055670,118350,937220,100
23日(火),173,93493,540,935130,119470,815460,200
24日(水),168,95637,569,957370,102720,835890,18760
25日(木),0,0,0,0,0,0,0
26日(金),198,111966,565,1119660,110860,1010800,-2000
27日(土),179,97850,547,978500,132270,854140,-7910
28日(日),0,0,0,0,0,0,0
29日(月),203,112694,555,1126940,140240,988830,-2130
30日(火),168,88109,524,883090,108850,775610,-1370
31日(水),176,103476,588,1034860,135720,899040,100
総数,3937,2194741,557,21955120,2697760,19231890,25470
平均,187.5,104511.5,26.5,1045481.9,128464.8,915804.3,1212.9
前月,3633,1988261,547,19891010,2556386,17286994,47630
前月比,108.4,110.4,101.9,110.4,105.5,111.3,53.5
前年同月,2467,1449989,588,14524580,1639230,12850650,34700
前年同月比,159.6,151.4,94.8,151.2,164.6,149.7,73.4
