日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(火),121,22,46,53,0,0,18.2,56.2
2日(水),158,33,41,84,0,0,20.9,46.8
3日(木),0,0,0,0,0,0,0,0
4日(金),177,22,62,93,0,0,12.4,47.5
5日(土),119,16,35,68,0,0,13.4,42.9
6日(日),0,0,0,0,0,0,0,0
7日(月),196,24,59,113,0,0,12.2,42.3
8日(火),141,20,31,90,0,0,14.2,36.2
9日(水),165,24,65,76,0,0,14.5,53.9
10日(木),0,0,0,0,0,0,0,0
11日(金),162,21,39,102,0,0,13.0,37.0
12日(土),142,22,47,73,0,0,15.5,48.6
13日(日),0,0,0,0,0,0,0,0
14日(月),192,25,57,110,0,0,13.0,42.7
15日(火),130,15,50,65,0,0,11.5,50.0
16日(水),167,35,48,84,0,0,21.0,49.7
17日(木),0,0,0,0,0,0,0,0
18日(金),185,32,53,100,0,0,17.3,45.9
19日(土),143,18,33,92,0,0,12.6,35.7
20日(日),0,0,0,0,0,0,0,0
21日(月),0,0,0,0,0,0,0,0
22日(火),235,41,72,122,0,0,17.4,48.1
23日(水),173,26,59,88,0,0,15.0,49.1
24日(木),0,0,0,0,0,0,0,0
25日(金),194,30,78,86,0,0,15.5,55.7
26日(土),131,21,36,74,0,0,16.0,43.5
27日(日),0,0,0,0,0,0,0,0
28日(月),207,30,59,118,0,0,14.5,43.0
29日(火),161,24,54,83,0,0,14.9,48.4
30日(水),161,22,51,88,0,0,13.7,45.3
31日(木),0,0,0,0,0,0,0,0
総数,3460,523,1075,1862,0,0,15.1,46.2
平均,164.8,24.9,51.2,88.7,0.0,0.0,15.1,46.2
前月,3640,531,1060,2049,0,0,14.6,43.7
前月比,95.1,98.5,101.4,90.9,0.0,0.0,103.6,105.7
前年同月,3818,598,946,2274,0,0,15.7,40.4
前年同月比,90.6,87.5,113.6,81.9,0.0,0.0,96.5,114.2
