日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(土),212,92679,437,1015490,125890,800900,88700
2日(日),0,0,0,0,0,0,0
3日(月),0,0,0,0,0,0,0
4日(火),304,166445,548,1674150,227930,1427270,18950
5日(水),217,105114,484,1120040,159290,887030,73720
6日(木),0,0,0,0,0,0,0
7日(金),287,138681,483,1479210,218510,1159920,100780
8日(土),201,95034,473,1020440,160250,790090,70100
9日(日),0,0,0,0,0,0,0
10日(月),280,137965,493,1489150,209440,1170210,109500
11日(火),179,94525,528,962050,146510,796190,19350
12日(水),218,105685,485,1103250,169670,887180,46400
13日(木),0,0,0,0,0,0,0
14日(金),214,94321,441,1036410,131490,815620,89300
15日(土),220,111344,506,1202840,156430,957010,89400
16日(日),0,0,0,0,0,0,0
17日(月),284,135749,478,1472290,198240,1159250,114800
18日(火),172,86475,503,871550,136750,732480,2320
19日(水),196,91659,468,964890,145750,770840,48300
20日(木),0,0,0,0,0,0,0
21日(金),283,132971,470,1436210,193780,1135930,106500
22日(土),179,79342,443,874620,154040,639380,81200
23日(日),0,0,0,0,0,0,0
24日(月),0,0,0,0,0,0,0
25日(火),229,113869,497,1139890,182920,955770,1200
26日(水),231,115548,500,1193180,226210,925130,41840
27日(木),0,0,0,0,0,0,0
28日(金),238,119312,501,1348220,213220,979900,155100
29日(土),214,114685,536,1227150,211850,935000,80300
30日(日),0,0,0,0,0,0,0
総数,4358,2131403,489,22631030,3368170,17925100,1337760
平均,229.4,112179.1,25.7,1191106.8,177272.1,943426.3,70408.4
前月,4298,2057479,479,21805390,3147410,17406940,1251040
前月比,101.4,103.6,102.2,103.8,107.0,103.0,106.9
前年同月,5088,2346178,461,24957180,3326360,20124550,1506270
前年同月比,85.7,90.8,106.1,90.7,101.3,89.1,88.8
