日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(月),238,132274,556,1323740,226870,1091730,5140
2日(火),172,77949,453,779990,127450,638780,13760
3日(水),187,88034,471,880440,151300,726490,2650
4日(木),0,0,0,0,0,0,0
5日(金),242,114978,475,1149880,178430,971350,100
6日(土),215,100668,468,1007680,157660,841260,8760
7日(日),0,0,0,0,0,0,0
8日(月),199,102604,516,1026740,170590,847600,8550
9日(火),153,70140,458,703400,115400,598150,-10150
10日(水),175,91461,523,917210,149030,767650,530
11日(木),0,0,0,0,0,0,0
12日(金),214,92785,434,928850,153620,774220,1010
13日(土),176,86013,489,860230,150390,701500,8340
14日(日),0,0,0,0,0,0,0
15日(月),256,128918,504,1289180,202710,1086950,-480
16日(火),183,82952,453,831520,132380,697140,2000
17日(水),184,84582,460,846820,128930,712770,5120
18日(木),0,0,0,0,0,0,0
19日(金),236,104756,444,1046560,146120,901440,-1000
20日(土),215,105648,491,1056680,124660,927380,4640
21日(日),0,0,0,0,0,0,0
22日(月),277,134046,484,1340660,194900,1151290,-5530
23日(火),191,89349,468,896490,126960,766530,3000
24日(水),199,97853,492,979530,143960,845580,-10010
25日(木),0,0,0,0,0,0,0
26日(金),282,134586,477,1345960,194170,1159470,-7680
27日(土),220,94785,431,947850,130330,825760,-8240
28日(日),0,0,0,0,0,0,0
29日(月),0,0,0,0,0,0,0
30日(火),327,166789,510,1667890,241770,1428980,-2860
総数,4541,2181170,480,21827300,3347630,18462020,17650
平均,216.2,103865.2,22.9,1039395.2,159411.0,879143.8,840.5
前月,4633,2283152,493,22859020,3370270,19484290,4460
前月比,98.0,95.5,97.5,95.5,99.3,94.8,395.7
前年同月,3633,1988261,547,19891010,2556386,17286994,47630
前年同月比,125.0,109.7,87.8,109.7,131.0,106.8,37.1
