日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(土),0,0,0,0,0,0,0,0
2日(日),0,0,0,0,0,0,0,0
3日(月),0,0,0,0,0,0,0,0
4日(火),0,0,0,0,0,0,0,0
5日(水),127,56,25,46,0,0,44.1,63.8
6日(木),0,0,0,0,0,0,0,0
7日(金),77,34,14,29,0,0,44.2,62.3
8日(土),67,27,8,32,0,0,40.3,52.2
9日(日),0,0,0,0,0,0,0,0
10日(月),0,0,0,0,0,0,0,0
11日(火),92,42,16,34,0,0,45.7,63.0
12日(水),86,23,16,47,0,0,26.7,45.3
13日(木),0,0,0,0,0,0,0,0
14日(金),43,17,5,21,0,0,39.5,51.2
15日(土),47,14,6,27,0,0,29.8,42.6
16日(日),0,0,0,0,0,0,0,0
17日(月),76,27,21,28,0,0,35.5,63.2
18日(火),74,30,13,31,0,0,40.5,58.1
19日(水),62,26,8,28,0,0,41.9,54.8
20日(木),0,0,0,0,0,0,0,0
21日(金),69,25,11,33,0,0,36.2,52.2
22日(土),61,14,20,27,0,0,23.0,55.7
23日(日),0,0,0,0,0,0,0,0
24日(月),96,43,19,34,0,0,44.8,64.6
25日(火),72,31,12,29,0,0,43.1,59.7
26日(水),104,41,16,47,0,0,39.4,54.8
27日(木),0,0,0,0,0,0,0,0
28日(金),79,34,10,35,0,0,43.0,55.7
29日(土),67,21,10,36,0,0,31.3,46.3
30日(日),0,0,0,0,0,0,0,0
31日(月),111,47,23,41,0,0,42.3,63.1
総数,1410,552,253,605,0,0,39.1,57.1
平均,78.3,30.7,14.1,33.6,0.0,0.0,39.1,57.1
前月,1958,716,264,978,0,0,36.6,50.1
前月比,72.0,77.1,95.8,61.9,0.0,0.0,107.1,114.1
前年同月,0,0,0,0,0,0,0.0,0.0
前年同月比,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
