日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(日),0,0,0,0,0,0,0,0
2日(月),324,38,83,203,0,0,11.7,37.3
3日(火),175,19,65,91,0,0,10.9,48.0
4日(水),252,33,63,156,0,0,13.1,38.1
5日(木),0,0,0,0,0,0,0,0
6日(金),276,45,89,142,0,0,16.3,48.6
7日(土),186,19,51,116,0,0,10.2,37.6
8日(日),0,0,0,0,0,0,0,0
9日(月),294,26,113,155,0,0,8.8,47.3
10日(火),182,16,56,110,0,0,8.8,39.6
11日(水),244,26,65,153,0,0,10.7,37.3
12日(木),0,0,0,0,0,0,0,0
13日(金),294,36,93,165,0,0,12.2,43.9
14日(土),223,23,67,133,0,0,10.3,40.4
15日(日),0,0,0,0,0,0,0,0
16日(月),307,33,103,171,0,0,10.7,44.3
17日(火),176,15,55,106,0,0,8.5,39.8
18日(水),247,23,71,153,0,0,9.3,38.1
19日(木),0,0,0,0,0,0,0,0
20日(金),334,41,89,204,0,0,12.3,38.9
21日(土),176,18,44,114,0,0,10.2,35.2
22日(日),0,0,0,0,0,0,0,0
23日(月),330,31,112,187,0,0,9.4,43.3
24日(火),210,18,48,144,0,0,8.6,31.4
25日(水),256,25,62,169,0,0,9.8,34.0
26日(木),0,0,0,0,0,0,0,0
27日(金),366,40,102,224,0,0,10.9,38.8
28日(土),176,19,64,93,0,0,10.8,47.2
29日(日),0,0,0,0,0,0,0,0
30日(月),0,0,0,0,0,0,0,0
31日(火),0,0,0,0,0,0,0,0
総数,5028,544,1495,2989,0,0,10.8,40.6
平均,251.4,27.2,74.8,149.4,0.0,0.0,10.8,40.6
前月,5088,555,1510,3023,0,0,10.9,40.6
前月比,98.8,98.0,99.0,98.9,0.0,0.0,99.2,99.9
前年同月,3793,499,1007,2287,0,0,13.2,39.7
前年同月比,132.6,109.0,148.5,130.7,0.0,0.0,82.2,102.1
