日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(火),69,49794,722,498440,62500,435440,500
2日(水),111,90197,813,901940,150390,724810,26740
3日(木),0,0,0,0,0,0,0
4日(金),84,70481,839,705810,114280,645400,-53870
5日(土),66,49100,744,491000,65800,425200,0
6日(日),0,0,0,0,0,0,0
7日(月),82,76324,931,763240,94070,669170,0
8日(火),114,86576,759,866760,116600,749160,1000
9日(水),106,89350,843,894500,113300,793570,-12370
10日(木),0,0,0,0,0,0,0
11日(金),0,0,0,0,0,0,0
12日(土),102,76615,751,766150,98140,668010,0
13日(日),0,0,0,0,0,0,0
14日(月),84,78226,931,783260,94080,688180,1000
15日(火),72,61702,857,617020,87200,529820,0
16日(水),91,62519,687,625190,87500,537690,0
17日(木),0,0,0,0,0,0,0
18日(金),100,62863,629,630630,88730,539900,2000
19日(土),78,53865,691,538650,67110,471540,0
20日(日),0,0,0,0,0,0,0
21日(月),102,73490,720,738000,105520,629380,3100
22日(火),94,53681,571,536810,57790,479020,0
23日(水),0,0,0,0,0,0,0
24日(木),0,0,0,0,0,0,0
25日(金),107,74759,699,747590,120670,626920,0
26日(土),92,57171,621,571710,72070,499640,0
27日(日),0,0,0,0,0,0,0
28日(月),109,77924,715,779240,108740,670500,0
総数,1663,1244637,748,12455940,1704490,10783350,-31900
平均,92.4,69146.5,41.6,691996.7,94693.9,599075.0,-1772.2
前月,1410,1019216,723,10204460,1314050,8829320,61090
前月比,117.9,122.1,103.5,122.1,129.7,122.1,-52.2
前年同月,0,0,0,0,0,0,0
前年同月比,0.0,0.0,0.0,0.0,0.0,0.0,0.0
