日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(土),141,15,43,83,0,0,10.6,41.1
2日(日),0,0,0,0,0,0,0,0
3日(月),184,27,46,111,0,0,14.7,39.7
4日(火),187,29,53,105,0,0,15.5,43.9
5日(水),149,18,46,85,0,0,12.1,43.0
6日(木),0,0,0,0,0,0,0,0
7日(金),191,21,53,117,0,0,11.0,38.7
8日(土),152,18,37,97,0,0,11.8,36.2
9日(日),0,0,0,0,0,0,0,0
10日(月),289,52,87,150,0,0,18.0,48.1
11日(火),0,0,0,0,0,0,0,0
12日(水),0,0,0,0,0,0,0,0
13日(木),0,0,0,0,0,0,0,0
14日(金),0,0,0,0,0,0,0,0
15日(土),0,0,0,0,0,0,0,0
16日(日),0,0,0,0,0,0,0,0
17日(月),237,37,83,117,0,0,15.6,50.6
18日(火),182,22,64,96,0,0,12.1,47.3
19日(水),150,15,62,73,0,0,10.0,51.3
20日(木),0,0,0,0,0,0,0,0
21日(金),179,28,50,101,0,0,15.6,43.6
22日(土),135,23,39,73,0,0,17.0,45.9
23日(日),0,0,0,0,0,0,0,0
24日(月),205,21,64,120,0,0,10.2,41.5
25日(火),153,25,40,88,0,0,16.3,42.5
26日(水),152,23,49,80,0,0,15.1,47.4
27日(木),0,0,0,0,0,0,0,0
28日(金),159,21,54,84,0,0,13.2,47.2
29日(土),140,20,46,74,0,0,14.3,47.1
30日(日),0,0,0,0,0,0,0,0
31日(月),201,27,65,109,0,0,13.4,45.8
総数,3186,442,981,1763,0,0,13.9,44.7
平均,177.0,24.6,54.5,97.9,0.0,0.0,13.9,44.7
前月,3659,439,1026,2194,0,0,12.0,40.0
前月比,87.1,100.7,95.6,80.4,0.0,0.0,115.6,111.6
前年同月,3133,474,1003,1656,0,0,15.1,47.1
前年同月比,101.7,93.2,97.8,106.5,0.0,0.0,91.7,94.7
