日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(日),0,0,0,0,0,0,0,0
2日(月),170,29,52,89,0,0,17.1,47.6
3日(火),130,23,39,68,0,0,17.7,47.7
4日(水),163,32,40,91,0,0,19.6,44.2
5日(木),0,0,0,0,0,0,0,0
6日(金),176,25,47,104,0,0,14.2,40.9
7日(土),126,26,33,67,0,0,20.6,46.8
8日(日),0,0,0,0,0,0,0,0
9日(月),0,0,0,0,0,0,0,0
10日(火),218,35,70,113,0,0,16.1,48.2
11日(水),178,30,52,96,0,0,16.9,46.1
12日(木),0,0,0,0,0,0,0,0
13日(金),194,25,58,111,0,0,12.9,42.8
14日(土),169,25,39,105,0,0,14.8,37.9
15日(日),0,0,0,0,0,0,0,0
16日(月),182,37,62,83,0,0,20.3,54.4
17日(火),213,37,59,117,0,0,17.4,45.1
18日(水),200,29,64,107,0,0,14.5,46.5
19日(木),0,0,0,0,0,0,0,0
20日(金),208,27,57,124,0,0,13.0,40.4
21日(土),197,42,64,91,0,0,21.3,53.8
22日(日),0,0,0,0,0,0,0,0
23日(月),207,29,77,101,0,0,14.0,51.2
24日(火),215,20,75,120,0,0,9.3,44.2
25日(水),205,35,61,109,0,0,17.1,46.8
26日(木),0,0,0,0,0,0,0,0
27日(金),203,25,58,120,0,0,12.3,40.9
28日(土),206,30,63,113,0,0,14.6,45.1
29日(日),0,0,0,0,0,0,0,0
30日(月),197,30,66,101,0,0,15.2,48.7
31日(火),189,25,58,106,0,0,13.2,43.9
総数,3946,616,1194,2136,0,0,15.6,45.9
平均,187.9,29.3,56.9,101.7,0.0,0.0,15.6,45.9
前月,3191,577,848,1766,0,0,18.1,44.7
前月比,123.7,106.8,140.8,121.0,0.0,0.0,86.3,102.7
前年同月,3081,673,836,1572,0,0,21.8,49.0
前年同月比,128.1,91.5,142.8,135.9,0.0,0.0,71.5,93.7
