日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(水),114,25,36,53,0,0,21.9,53.5
2日(木),0,0,0,0,0,0,0,0
3日(金),175,34,47,94,0,0,19.4,46.3
4日(土),131,27,35,69,0,0,20.6,47.3
5日(日),0,0,0,0,0,0,0,0
6日(月),220,51,57,112,0,0,23.2,49.1
7日(火),145,30,35,80,0,0,20.7,44.8
8日(水),161,36,34,91,0,0,22.4,43.5
9日(木),0,0,0,0,0,0,0,0
10日(金),0,0,0,0,0,0,0,0
11日(土),0,0,0,0,0,0,0,0
12日(日),0,0,0,0,0,0,0,0
13日(月),236,52,60,124,0,0,22.0,47.5
14日(火),179,39,49,91,0,0,21.8,49.2
15日(水),166,31,49,86,0,0,18.7,48.2
16日(木),0,0,0,0,0,0,0,0
17日(金),191,40,57,94,0,0,20.9,50.8
18日(土),155,27,51,77,0,0,17.4,50.3
19日(日),0,0,0,0,0,0,0,0
20日(月),198,50,53,95,0,0,25.3,52.0
21日(火),168,34,44,90,0,0,20.2,46.4
22日(水),181,46,50,85,0,0,25.4,53.0
23日(木),0,0,0,0,0,0,0,0
24日(金),204,54,47,103,0,0,26.5,49.5
25日(土),152,25,39,88,0,0,16.4,42.1
26日(日),0,0,0,0,0,0,0,0
27日(月),167,43,44,80,0,0,25.7,52.1
28日(火),147,33,34,80,0,0,22.4,45.6
総数,3090,677,821,1592,0,0,21.9,48.5
平均,171.7,37.6,45.6,88.4,0.0,0.0,21.9,48.5
前月,2450,566,479,1405,0,0,23.1,42.7
前月比,126.1,119.6,171.4,113.3,0.0,0.0,94.8,113.7
前年同月,1663,736,247,680,0,0,44.3,59.1
前年同月比,185.8,92.0,332.4,234.1,0.0,0.0,49.5,82.0
