日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(木),0,0,0,0,0,0,0,0
2日(金),192,28,59,105,0,0,14.6,45.3
3日(土),220,31,63,126,0,0,14.1,42.7
4日(日),0,0,0,0,0,0,0,0
5日(月),212,33,70,109,0,0,15.6,48.6
6日(火),183,23,55,105,0,0,12.6,42.6
7日(水),210,41,73,96,0,0,19.5,54.3
8日(木),0,0,0,0,0,0,0,0
9日(金),223,22,69,132,0,0,9.9,40.8
10日(土),182,31,58,93,0,0,17.0,48.9
11日(日),0,0,0,0,0,0,0,0
12日(月),0,0,0,0,0,0,0,0
13日(火),260,43,83,134,0,0,16.5,48.5
14日(水),205,41,60,104,0,0,20.0,49.3
15日(木),0,0,0,0,0,0,0,0
16日(金),224,43,63,118,0,0,19.2,47.3
17日(土),200,30,58,112,0,0,15.0,44.0
18日(日),0,0,0,0,0,0,0,0
19日(月),220,29,75,116,0,0,13.2,47.3
20日(火),186,29,64,93,0,0,15.6,50.0
21日(水),212,39,68,105,0,0,18.4,50.5
22日(木),0,0,0,0,0,0,0,0
23日(金),0,0,0,0,0,0,0,0
24日(土),227,19,65,143,0,0,8.4,37.0
25日(日),0,0,0,0,0,0,0,0
26日(月),258,46,81,131,0,0,17.8,49.2
27日(火),240,39,80,121,0,0,16.3,49.6
28日(水),270,32,122,116,0,0,11.9,57.0
29日(木),0,0,0,0,0,0,0,0
総数,3924,599,1266,2059,0,0,15.3,47.5
平均,218.0,33.3,70.3,114.4,0.0,0.0,15.3,47.5
前月,3159,547,906,1706,0,0,17.3,46.0
前月比,124.2,109.5,139.7,120.7,0.0,0.0,88.2,103.3
前年同月,3090,677,821,1592,0,0,21.9,48.5
前年同月比,127.0,88.5,154.2,129.3,0.0,0.0,69.7,98.0
