日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(土),200,15,65,120,0,0,7.5,40.0
2日(日),0,0,0,0,0,0,0,0
3日(月),285,45,106,134,0,0,15.8,53.0
4日(火),187,14,78,95,0,0,7.5,49.2
5日(水),247,30,99,118,0,0,12.1,52.2
6日(木),0,0,0,0,0,0,0,0
7日(金),272,37,71,164,0,0,13.6,39.7
8日(土),174,19,51,104,0,0,10.9,40.2
9日(日),0,0,0,0,0,0,0,0
10日(月),262,27,105,130,0,0,10.3,50.4
11日(火),189,16,58,115,0,0,8.5,39.2
12日(水),278,37,101,140,0,0,13.3,49.6
13日(木),0,0,0,0,0,0,0,0
14日(金),338,48,116,174,0,0,14.2,48.5
15日(土),243,26,79,138,0,0,10.7,43.2
16日(日),0,0,0,0,0,0,0,0
17日(月),322,36,123,163,0,0,11.2,49.4
18日(火),207,17,69,121,0,0,8.2,41.5
19日(水),249,28,78,143,0,0,11.2,42.6
20日(木),0,0,0,0,0,0,0,0
21日(金),220,17,68,135,0,0,7.7,38.6
22日(土),199,18,60,121,0,0,9.0,39.2
23日(日),0,0,0,0,0,0,0,0
24日(月),312,47,118,147,0,0,15.1,52.9
25日(火),204,17,61,126,0,0,8.3,38.2
26日(水),283,47,91,145,0,0,16.6,48.8
27日(木),0,0,0,0,0,0,0,0
28日(金),287,41,74,172,0,0,14.3,40.1
29日(土),205,25,52,128,0,0,12.2,37.6
30日(日),0,0,0,0,0,0,0,0
31日(月),269,41,80,148,0,0,15.2,45.0
総数,5432,648,1803,2981,0,0,11.9,45.1
平均,246.9,29.5,82.0,135.5,0.0,0.0,11.9,45.1
前月,4151,505,1419,2227,0,0,12.2,46.4
前月比,130.9,128.3,127.1,133.9,0.0,0.0,98.1,97.3
前年同月,4633,738,1285,2610,0,0,15.9,43.7
前年同月比,117.2,87.8,140.3,114.2,0.0,0.0,74.9,103.3
