日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(月),178,30,38,110,0,0,16.9,38.2
2日(火),146,24,40,82,0,0,16.4,43.8
3日(水),130,16,45,69,0,0,12.3,46.9
4日(木),0,0,0,0,0,0,0,0
5日(金),184,39,40,105,0,0,21.2,42.9
6日(土),144,17,35,92,0,0,11.8,36.1
7日(日),0,0,0,0,0,0,0,0
8日(月),217,31,70,116,0,0,14.3,46.5
9日(火),151,26,35,90,0,0,17.2,40.4
10日(水),157,29,43,85,0,0,18.5,45.9
11日(木),0,0,0,0,0,0,0,0
12日(金),174,28,46,100,0,0,16.1,42.5
13日(土),166,23,35,108,0,0,13.9,34.9
14日(日),0,0,0,0,0,0,0,0
15日(月),0,0,0,0,0,0,0,0
16日(火),269,42,71,156,0,0,15.6,42.0
17日(水),170,32,50,88,0,0,18.8,48.2
18日(木),0,0,0,0,0,0,0,0
19日(金),211,41,47,123,0,0,19.4,41.7
20日(土),144,17,31,96,0,0,11.8,33.3
21日(日),0,0,0,0,0,0,0,0
22日(月),210,32,56,122,0,0,15.2,41.9
23日(火),151,20,38,93,0,0,13.2,38.4
24日(水),205,33,55,117,0,0,16.1,42.9
25日(木),0,0,0,0,0,0,0,0
26日(金),203,30,35,138,0,0,14.8,32.0
27日(土),135,25,18,92,0,0,18.5,31.9
28日(日),0,0,0,0,0,0,0,0
29日(月),170,24,45,101,0,0,14.1,40.6
30日(火),156,23,34,99,0,0,14.7,36.5
31日(水),147,16,39,92,0,0,10.9,37.4
総数,3818,598,946,2274,0,0,15.7,40.4
平均,173.5,27.2,43.0,103.4,0.0,0.0,15.7,40.4
前月,3812,584,950,2278,0,0,15.3,40.2
前月比,100.2,102.4,99.6,99.8,0.0,0.0,102.2,100.5
前年同月,3470,635,748,2087,0,0,18.3,39.9
前年同月比,110.0,94.2,126.5,109.0,0.0,0.0,85.6,101.5
