日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(水),295,132820,450,1328200,193530,1134670,0
2日(木),0,0,0,0,0,0,0
3日(金),0,0,0,0,0,0,0
4日(土),0,0,0,0,0,0,0
5日(日),0,0,0,0,0,0,0
6日(月),0,0,0,0,0,0,0
7日(火),299,162139,542,1621390,235170,1374850,11370
8日(水),231,108679,470,1086790,140730,945380,680
9日(木),0,0,0,0,0,0,0
10日(金),262,130205,497,1302150,190590,1122830,-11270
11日(土),211,108615,515,1086250,162900,918860,4490
12日(日),0,0,0,0,0,0,0
13日(月),250,129710,519,1300600,167600,1129500,3500
14日(火),192,98288,512,982880,132010,850870,0
15日(水),195,96938,497,969480,152050,817330,100
16日(木),0,0,0,0,0,0,0
17日(金),232,109393,472,1097030,150600,947720,-1290
18日(土),181,94758,524,947580,141400,806180,0
19日(日),0,0,0,0,0,0,0
20日(月),294,144357,491,1487670,195910,1247660,44100
21日(火),171,84966,497,850280,129960,719320,1000
22日(水),174,85781,493,858810,122860,734950,1000
23日(木),0,0,0,0,0,0,0
24日(金),243,114025,469,1143450,157960,970530,14960
25日(土),200,99295,496,992950,133200,864270,-4520
26日(日),0,0,0,0,0,0,0
27日(月),272,145099,533,1451090,212890,1238100,100
28日(火),141,70533,500,705330,89090,616240,0
29日(水),178,82063,461,820630,108250,706290,6090
30日(木),0,0,0,0,0,0,0
31日(金),280,131399,469,1314190,178140,1131170,4880
総数,4301,2129063,495,21346750,2994840,18276720,75190
平均,226.4,112055.9,26.1,1123513.2,157623.2,961932.6,3957.4
前月,4541,2181170,480,21827300,3347630,18462020,17650
前月比,94.7,97.6,103.1,97.8,89.5,99.0,426.0
前年同月,3937,2194741,557,21955120,2697760,19231890,25470
前年同月比,109.2,97.0,88.8,97.2,111.0,95.0,295.2
