日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(日),0,0,0,0,0,0,0,0
2日(月),171,36,42,93,0,0,21.1,45.6
3日(火),129,20,39,70,0,0,15.5,45.7
4日(水),146,26,43,77,0,0,17.8,47.3
5日(木),0,0,0,0,0,0,0,0
6日(金),178,26,52,100,0,0,14.6,43.8
7日(土),150,16,49,85,0,0,10.7,43.3
8日(日),0,0,0,0,0,0,0,0
9日(月),192,32,51,109,0,0,16.7,43.2
10日(火),132,18,48,66,0,0,13.6,50.0
11日(水),139,24,35,80,0,0,17.3,42.4
12日(木),0,0,0,0,0,0,0,0
13日(金),192,26,57,109,0,0,13.5,43.2
14日(土),158,26,40,92,0,0,16.5,41.8
15日(日),0,0,0,0,0,0,0,0
16日(月),0,0,0,0,0,0,0,0
17日(火),260,52,83,125,0,0,20.0,51.9
18日(水),166,21,50,95,0,0,12.7,42.8
19日(木),0,0,0,0,0,0,0,0
20日(金),236,25,62,149,0,0,10.6,36.9
21日(土),169,24,52,93,0,0,14.2,45.0
22日(日),0,0,0,0,0,0,0,0
23日(月),0,0,0,0,0,0,0,0
24日(火),224,34,64,126,0,0,15.2,43.8
25日(水),198,41,53,104,0,0,20.7,47.5
26日(木),0,0,0,0,0,0,0,0
27日(金),213,32,51,130,0,0,15.0,39.0
28日(土),183,26,51,106,0,0,14.2,42.1
29日(日),0,0,0,0,0,0,0,0
30日(月),215,34,67,114,0,0,15.8,47.0
総数,3451,539,989,1923,0,0,15.6,44.3
平均,181.6,28.4,52.1,101.2,0.0,0.0,15.6,44.3
前月,2778,442,677,1659,0,0,15.9,40.3
前月比,124.2,121.9,146.1,115.9,0.0,0.0,98.2,109.9
前年同月,3191,577,848,1766,0,0,18.1,44.7
前年同月比,108.1,93.4,116.6,108.9,0.0,0.0,86.4,99.1
