日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(月),178,104946,590,1054460,187660,861800,5000
2日(火),146,76752,526,771820,111700,655820,4300
3日(水),130,67921,522,680310,126550,542770,10990
4日(木),0,0,0,0,0,0,0
5日(金),184,90553,492,905630,160570,747490,-2430
6日(土),144,74442,517,745420,112740,631680,1000
7日(日),0,0,0,0,0,0,0
8日(月),217,129408,596,1294080,225020,1069060,0
9日(火),151,79154,524,794640,107370,684170,3100
10日(水),157,82418,525,824180,151080,684190,-11090
11日(木),0,0,0,0,0,0,0
12日(金),174,91889,528,919890,156370,762520,1000
13日(土),166,89263,538,892730,141420,749210,2100
14日(日),0,0,0,0,0,0,0
15日(月),0,0,0,0,0,0,0
16日(火),269,141649,527,1418490,225250,1191240,2000
17日(水),170,93112,548,944320,173080,746700,24540
18日(木),0,0,0,0,0,0,0
19日(金),211,117116,555,1195260,178940,980040,36280
20日(土),144,66136,459,665360,108440,557740,-820
21日(日),0,0,0,0,0,0,0
22日(月),210,109890,523,1099000,179680,911490,7830
23日(火),151,75776,502,758860,130220,627540,1100
24日(水),205,97003,473,971030,141950,842800,-13720
25日(木),0,0,0,0,0,0,0
26日(金),203,95397,470,954970,164970,789000,1000
27日(土),135,64568,478,645680,114790,525950,4940
28日(日),0,0,0,0,0,0,0
29日(月),170,88972,523,891920,151230,743750,-3060
30日(火),156,79162,507,791820,140590,658760,-7530
31日(水),147,70250,478,705500,108780,582630,14090
総数,3818,1985777,520,19925370,3298400,16546350,80620
平均,173.5,90262.6,23.6,905698.6,149927.3,752106.8,3664.5
前月,3813,1921295,504,19261250,2820350,16398090,42810
前月比,100.1,103.4,103.2,103.4,117.0,100.9,188.3
前年同月,3471,2015798,581,20189780,2799224,17344476,46080
前年同月比,110.0,98.5,89.6,98.7,117.8,95.4,175.0
