日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(火),164,38,36,90,0,0,23.2,45.1
2日(水),174,40,57,77,0,0,23.0,55.7
3日(木),0,0,0,0,0,0,0,0
4日(金),185,38,60,87,0,0,20.5,53.0
5日(土),156,25,40,91,0,0,16.0,41.7
6日(日),0,0,0,0,0,0,0,0
7日(月),206,41,56,109,0,0,19.9,47.1
8日(火),191,44,47,100,0,0,23.0,47.6
9日(水),163,29,44,90,0,0,17.8,44.8
10日(木),0,0,0,0,0,0,0,0
11日(金),202,54,36,112,0,0,26.7,44.6
12日(土),161,18,51,92,0,0,11.2,42.9
13日(日),0,0,0,0,0,0,0,0
14日(月),212,45,42,125,0,0,21.2,41.0
15日(火),160,38,40,82,0,0,23.8,48.8
16日(水),185,35,42,108,0,0,18.9,41.6
17日(木),0,0,0,0,0,0,0,0
18日(金),215,45,51,119,0,0,20.9,44.7
19日(土),152,28,33,91,0,0,18.4,40.1
20日(日),0,0,0,0,0,0,0,0
21日(月),232,48,50,134,0,0,20.7,42.2
22日(火),202,27,52,123,0,0,13.4,39.1
23日(水),0,0,0,0,0,0,0,0
24日(木),0,0,0,0,0,0,0,0
25日(金),216,34,40,142,0,0,15.7,34.3
26日(土),145,20,38,87,0,0,13.8,40.0
27日(日),0,0,0,0,0,0,0,0
28日(月),223,47,48,128,0,0,21.1,42.6
29日(火),155,38,39,78,0,0,24.5,49.7
30日(水),182,36,48,98,0,0,19.8,46.2
総数,3881,768,950,2163,0,0,19.8,44.3
平均,184.8,36.6,45.2,103.0,0.0,0.0,19.8,44.3
前月,3081,673,836,1572,0,0,21.8,49.0
前月比,126.0,114.1,113.6,137.6,0.0,0.0,90.6,90.4
前年同月,2324,1046,328,950,0,0,45.0,59.1
前年同月比,167.0,73.4,289.6,227.7,0.0,0.0,44.0,74.9
