日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(日),0,0,0,0,0,0,0,0
2日(月),0,0,0,0,0,0,0,0
3日(火),0,0,0,0,0,0,0,0
4日(水),0,0,0,0,0,0,0,0
5日(木),0,0,0,0,0,0,0,0
6日(金),213,56,45,112,0,0,26.3,47.4
7日(土),122,34,24,64,0,0,27.9,47.5
8日(日),0,0,0,0,0,0,0,0
9日(月),0,0,0,0,0,0,0,0
10日(火),177,44,35,98,0,0,24.9,44.6
11日(水),139,41,24,74,0,0,29.5,46.8
12日(木),0,0,0,0,0,0,0,0
13日(金),170,41,37,92,0,0,24.1,45.9
14日(土),111,27,16,68,0,0,24.3,38.7
15日(日),0,0,0,0,0,0,0,0
16日(月),141,38,22,81,0,0,27.0,42.6
17日(火),102,15,18,69,0,0,14.7,32.4
18日(水),138,34,32,72,0,0,24.6,47.8
19日(木),0,0,0,0,0,0,0,0
20日(金),151,29,27,95,0,0,19.2,37.1
21日(土),124,32,19,73,0,0,25.8,41.1
22日(日),0,0,0,0,0,0,0,0
23日(月),138,33,26,79,0,0,23.9,42.8
24日(火),105,15,20,70,0,0,14.3,33.3
25日(水),98,19,23,56,0,0,19.4,42.9
26日(木),0,0,0,0,0,0,0,0
27日(金),138,40,20,78,0,0,29.0,43.5
28日(土),124,17,31,76,0,0,13.7,38.7
29日(日),0,0,0,0,0,0,0,0
30日(月),160,31,37,92,0,0,19.4,42.5
31日(火),99,20,23,56,0,0,20.2,43.4
総数,2450,566,479,1405,0,0,23.1,42.7
平均,136.1,31.4,26.6,78.1,0.0,0.0,23.1,42.7
前月,3462,658,684,2120,0,0,19.0,38.8
前月比,70.8,86.0,70.0,66.3,0.0,0.0,121.5,110.0
前年同月,1410,552,253,605,0,0,39.1,57.1
前年同月比,173.8,102.5,189.3,232.2,0.0,0.0,59.0,74.7
