日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(金),231,106867,463,1068770,161530,921890,-14650
2日(土),228,106821,469,1068310,137270,920270,10770
3日(日),0,0,0,0,0,0,0
4日(月),239,114215,478,1143450,145320,996150,1980
5日(火),210,110403,526,1105130,151930,960340,-7140
6日(水),204,95560,468,955700,140170,815430,100
7日(木),0,0,0,0,0,0,0
8日(金),222,106538,480,1066380,146150,919230,1000
9日(土),210,115642,551,1168420,162560,989020,16840
10日(日),0,0,0,0,0,0,0
11日(月),226,113799,504,1137990,197010,940980,0
12日(火),198,102283,517,1022930,152230,866460,4240
13日(水),210,103898,495,1042980,163440,889140,-9600
14日(木),0,0,0,0,0,0,0
15日(金),261,134626,516,1346460,180910,1150230,15320
16日(土),221,100535,455,1005350,161390,843960,0
17日(日),0,0,0,0,0,0,0
18日(月),264,123946,469,1239660,186660,1052800,200
19日(火),250,111664,447,1116640,146100,970540,0
20日(水),0,0,0,0,0,0,0
21日(木),0,0,0,0,0,0,0
22日(金),273,136533,500,1365330,211760,1168690,-15120
23日(土),191,97758,512,980680,172950,804630,3100
24日(日),0,0,0,0,0,0,0
25日(月),231,121975,528,1220250,185380,1034370,500
26日(火),173,89270,516,895200,112340,776470,6390
27日(水),200,101945,510,1019550,171540,847910,100
28日(木),0,0,0,0,0,0,0
29日(金),220,105602,480,1057020,146470,909550,1000
30日(土),171,83272,487,832820,137160,706230,-10570
31日(日),0,0,0,0,0,0,0
総数,4633,2283152,493,22859020,3370270,19484290,4460
平均,220.6,108721.5,23.5,1088524.8,160489.0,927823.3,212.4
前月,3924,2057623,524,20650830,2908180,17622450,120200
前月比,118.1,111.0,94.0,110.7,115.9,110.6,3.7
前年同月,4352,2359011,542,23616200,3091426,20489804,34970
前年同月比,106.5,96.8,90.9,96.8,109.0,95.1,12.8
