日,延べ患者数 (人),新患初診 (人),再来初診 (人),再診 (人),訪問診療(在宅) (人),訪問診療(同建) (人),新患初診率 (％),初診率 (％)
1日(月),253,51,44,158,0,0,20.2,37.5
2日(火),219,41,36,142,0,0,18.7,35.2
3日(水),0,0,0,0,0,0,0,0
4日(木),0,0,0,0,0,0,0,0
5日(金),0,0,0,0,0,0,0,0
6日(土),178,36,40,102,0,0,20.2,42.7
7日(日),0,0,0,0,0,0,0,0
8日(月),223,63,39,121,0,0,28.3,45.7
9日(火),179,30,31,118,0,0,16.8,34.1
10日(水),200,46,32,122,0,0,23.0,39.0
11日(木),0,0,0,0,0,0,0,0
12日(金),193,51,44,98,0,0,26.4,49.2
13日(土),184,41,29,114,0,0,22.3,38.0
14日(日),0,0,0,0,0,0,0,0
15日(月),202,46,39,117,0,0,22.8,42.1
16日(火),154,28,28,98,0,0,18.2,36.4
17日(水),159,31,31,97,0,0,19.5,39.0
18日(木),0,0,0,0,0,0,0,0
19日(金),163,37,28,98,0,0,22.7,39.9
20日(土),156,39,26,91,0,0,25.0,41.7
21日(日),0,0,0,0,0,0,0,0
22日(月),208,54,38,116,0,0,26.0,44.2
23日(火),173,43,37,93,0,0,24.9,46.2
24日(水),168,38,37,93,0,0,22.6,44.6
25日(木),0,0,0,0,0,0,0,0
26日(金),198,44,34,120,0,0,22.2,39.4
27日(土),179,36,36,107,0,0,20.1,40.2
28日(日),0,0,0,0,0,0,0,0
29日(月),203,45,40,118,0,0,22.2,41.9
30日(火),168,37,41,90,0,0,22.0,46.4
31日(水),176,34,34,108,0,0,19.3,38.6
総数,3936,871,744,2321,0,0,22.1,41.0
平均,187.4,41.5,35.4,110.5,0.0,0.0,22.1,41.0
前月,3633,746,613,2274,0,0,20.5,37.4
前月比,108.3,116.8,121.4,102.1,0.0,0.0,107.8,109.7
前年同月,2467,881,280,1306,0,0,35.7,47.1
前年同月比,159.5,98.9,265.7,177.7,0.0,0.0,62.0,87.2
