日,延べ患者数 (人),保険点数 (点),日当点 (点),外来収入金額 (円),窓口領収金額 (円),保険請求金額 (円),保険外収入 (円)
1日(土),102,55933,548,562430,69770,489560,3100
2日(日),0,0,0,0,0,0,0
3日(月),130,97127,747,971270,110850,860420,0
4日(火),111,72425,652,744260,93640,630620,20000
5日(水),99,60232,608,604520,78660,517610,8250
6日(木),0,0,0,0,0,0,0
7日(金),127,73883,582,743030,92230,642480,8320
8日(土),103,65381,635,656310,75780,577790,2740
9日(日),0,0,0,0,0,0,0
10日(月),0,0,0,0,0,0,0
11日(火),184,127792,695,1278920,129230,1148690,1000
12日(水),69,52780,765,527800,52900,470780,4120
13日(木),0,0,0,0,0,0,0
14日(金),179,111589,623,1116890,143290,976960,-3360
15日(土),131,79392,606,793920,86520,707400,0
16日(日),0,0,0,0,0,0,0
17日(月),187,101418,542,1103080,115650,898530,88900
18日(火),158,84688,536,944280,105040,741840,97400
19日(水),180,88956,494,984660,102660,786900,95100
20日(木),0,0,0,0,0,0,0
21日(金),181,108039,597,1153590,108950,981610,63030
22日(土),134,55206,412,680160,64970,487090,128100
23日(日),0,0,0,0,0,0,0
24日(月),196,120269,614,1329390,116310,1084380,128700
25日(火),156,80420,516,904500,98840,705360,100300
26日(水),157,72159,460,832890,99790,621800,111300
27日(木),0,0,0,0,0,0,0
28日(金),186,99069,533,1074190,133330,857360,83500
29日(土),140,67076,479,786060,81700,589060,115300
30日(日),0,0,0,0,0,0,0
31日(月),171,99536,582,1089060,99870,891600,97590
総数,3081,1773370,576,18881210,2059980,15667840,1153390
平均,146.7,84446.2,27.4,899105.2,98094.3,746087.6,54923.3
前月,2268,1479113,652,14809160,1821260,12954550,33350
前月比,135.8,119.9,88.3,127.5,113.1,120.9,3458.4
前年同月,1481,898245,607,9190350,1207770,7764340,218240
前年同月比,208.0,197.4,94.9,205.4,170.6,201.8,528.5
